Reference Area,Time Period,Sex,Age group,Units of measurement,Observation Value
MDG_Latin America and the Caribbean,1989,Male,15-24 year olds,Percent,92.76725085
MDG_Latin America and the Caribbean,1988,Male,15-24 year olds,Percent,92.76725085
MDG_Latin America and the Caribbean,1988,All genders,15-24 year olds,Percent,93.08340926
MDG_Latin America and the Caribbean,1988,Female,15-24 year olds,Percent,93.42942113
MDG_Latin America and the Caribbean,1987,Female,15-24 year olds,Percent,93.42942113
MDG_Latin America and the Caribbean,1987,All genders,15-24 year olds,Percent,93.08340926
MDG_Latin America and the Caribbean,1987,Male,15-24 year olds,Percent,92.76725085
MDG_Latin America and the Caribbean,1986,Male,15-24 year olds,Percent,92.76725085
MDG_Latin America and the Caribbean,1986,All genders,15-24 year olds,Percent,93.08340926
MDG_Latin America and the Caribbean,1986,Female,15-24 year olds,Percent,93.42942113
MDG_Latin America and the Caribbean,1985,Female,15-24 year olds,Percent,93.42942113
MDG_Latin America and the Caribbean,1985,All genders,15-24 year olds,Percent,93.08340926
MDG_Latin America and the Caribbean,1985,Male,15-24 year olds,Percent,92.76725085
MDG_Northern Africa,2014,Male,15-24 year olds,Percent,92.7968454
MDG_Northern Africa,2014,Female,15-24 year olds,Percent,85.58128094
MDG_Northern Africa,2014,All genders,15-24 year olds,Percent,89.25290588
MDG_Northern Africa,2012,All genders,15-24 year olds,Percent,89.25290588
MDG_Northern Africa,2012,Female,15-24 year olds,Percent,85.58128094
MDG_Northern Africa,2012,Male,15-24 year olds,Percent,92.7968454
MDG_Northern Africa,2011,Male,15-24 year olds,Percent,92.7968454
MDG_Northern Africa,2011,Female,15-24 year olds,Percent,85.58128094
MDG_Northern Africa,2011,All genders,15-24 year olds,Percent,89.25290588
MDG_Northern Africa,2010,All genders,15-24 year olds,Percent,89.25290588
MDG_Northern Africa,2010,Female,15-24 year olds,Percent,85.58128094
MDG_Northern Africa,2010,Male,15-24 year olds,Percent,92.7968454
MDG_Northern Africa,2009,Male,15-24 year olds,Percent,92.7968454
MDG_Northern Africa,2009,Female,15-24 year olds,Percent,85.58128094
MDG_Northern Africa,2009,All genders,15-24 year olds,Percent,89.25290588
MDG_Northern Africa,2008,All genders,15-24 year olds,Percent,89.25290588
MDG_Northern Africa,2008,Female,15-24 year olds,Percent,85.58128094
MDG_Northern Africa,2008,Male,15-24 year olds,Percent,92.7968454
MDG_Northern Africa,2007,Male,15-24 year olds,Percent,92.7968454
MDG_Northern Africa,2007,Female,15-24 year olds,Percent,85.58128094
MDG_Northern Africa,2007,All genders,15-24 year olds,Percent,89.25290588
MDG_Northern Africa,2006,All genders,15-24 year olds,Percent,89.25290588
MDG_Northern Africa,2006,Female,15-24 year olds,Percent,85.58128094
MDG_Northern Africa,2006,Male,15-24 year olds,Percent,92.7968454
MDG_Northern Africa,2005,Male,15-24 year olds,Percent,92.7968454
MDG_Northern Africa,2005,Female,15-24 year olds,Percent,85.58128094
MDG_Northern Africa,2005,All genders,15-24 year olds,Percent,89.25290588
MDG_Northern Africa,2004,All genders,15-24 year olds,Percent,79.73754068
MDG_Northern Africa,2004,Female,15-24 year olds,Percent,73.76999388
MDG_Northern Africa,2004,Male,15-24 year olds,Percent,85.51615496
MDG_Northern Africa,2003,Male,15-24 year olds,Percent,85.51615496
MDG_Northern Africa,2003,Female,15-24 year olds,Percent,73.76999388
MDG_Northern Africa,2003,All genders,15-24 year olds,Percent,79.73754068
MDG_Northern Africa,2002,All genders,15-24 year olds,Percent,79.73754068
MDG_Northern Africa,2002,Female,15-24 year olds,Percent,73.76999388
MDG_Northern Africa,2002,Male,15-24 year olds,Percent,85.51615496
MDG_Northern Africa,2001,Male,15-24 year olds,Percent,85.51615496
MDG_Northern Africa,2001,Female,15-24 year olds,Percent,73.76999388
MDG_Northern Africa,2001,All genders,15-24 year olds,Percent,79.73754068
MDG_Northern Africa,2000,All genders,15-24 year olds,Percent,79.73754068
MDG_Northern Africa,2000,Female,15-24 year olds,Percent,73.76999388
MDG_Northern Africa,2000,Male,15-24 year olds,Percent,85.51615496
MDG_Northern Africa,1999,Male,15-24 year olds,Percent,85.51615496
MDG_Northern Africa,1999,Female,15-24 year olds,Percent,73.76999388
MDG_Northern Africa,1999,All genders,15-24 year olds,Percent,79.73754068
MDG_Northern Africa,1998,All genders,15-24 year olds,Percent,79.73754068
MDG_Northern Africa,1998,Female,15-24 year olds,Percent,73.76999388
MDG_Northern Africa,1998,Male,15-24 year olds,Percent,85.51615496
MDG_Northern Africa,1997,Male,15-24 year olds,Percent,85.51615496
MDG_Northern Africa,1997,Female,15-24 year olds,Percent,73.76999388
MDG_Northern Africa,1997,All genders,15-24 year olds,Percent,79.73754068
MDG_Northern Africa,1996,All genders,15-24 year olds,Percent,79.73754068
MDG_Northern Africa,1996,Male,15-24 year olds,Percent,85.51615496
MDG_Northern Africa,1996,Female,15-24 year olds,Percent,73.76999388
MDG_Northern Africa,1995,Female,15-24 year olds,Percent,73.76999388
MDG_Northern Africa,1995,Male,15-24 year olds,Percent,85.51615496
MDG_Northern Africa,1995,All genders,15-24 year olds,Percent,79.73754068
MDG_Northern Africa,1994,All genders,15-24 year olds,Percent,67.12846832
MDG_Northern Africa,1994,Male,15-24 year olds,Percent,77.12832144
MDG_Northern Africa,1994,Female,15-24 year olds,Percent,56.60213786
MDG_Northern Africa,1993,Female,15-24 year olds,Percent,56.60213786
MDG_Northern Africa,1993,Male,15-24 year olds,Percent,77.12832144
MDG_Northern Africa,1993,All genders,15-24 year olds,Percent,67.12846832
MDG_Northern Africa,1992,All genders,15-24 year olds,Percent,67.12846832
MDG_Northern Africa,1992,Male,15-24 year olds,Percent,77.12832144
MDG_Northern Africa,1992,Female,15-24 year olds,Percent,56.60213786
MDG_Northern Africa,1991,Female,15-24 year olds,Percent,56.60213786
MDG_Northern Africa,1991,Male,15-24 year olds,Percent,77.12832144
MDG_Northern Africa,1991,All genders,15-24 year olds,Percent,67.12846832
MDG_Northern Africa,1990,All genders,15-24 year olds,Percent,67.12846832
MDG_Northern Africa,1990,Female,15-24 year olds,Percent,56.60213786
MDG_Northern Africa,1990,Male,15-24 year olds,Percent,77.12832144
MDG_Northern Africa,1989,Male,15-24 year olds,Percent,77.12832144
MDG_Northern Africa,1989,Female,15-24 year olds,Percent,56.60213786
MDG_Northern Africa,1989,All genders,15-24 year olds,Percent,67.12846832
MDG_Northern Africa,1988,All genders,15-24 year olds,Percent,67.12846832
MDG_Northern Africa,1988,Female,15-24 year olds,Percent,56.60213786
MDG_Northern Africa,1988,Male,15-24 year olds,Percent,77.12832144
MDG_Northern Africa,1987,Female,15-24 year olds,Percent,56.60213786
MDG_Northern Africa,1987,Male,15-24 year olds,Percent,77.12832144
MDG_Northern Africa,1987,All genders,15-24 year olds,Percent,67.12846832
MDG_Northern Africa,1986,All genders,15-24 year olds,Percent,67.12846832
MDG_Northern Africa,1986,Male,15-24 year olds,Percent,77.12832144
MDG_Northern Africa,1986,Female,15-24 year olds,Percent,56.60213786
MDG_Northern Africa,1985,Female,15-24 year olds,Percent,56.60213786
MDG_Northern Africa,1985,Male,15-24 year olds,Percent,77.12832144
MDG_Northern Africa,1985,All genders,15-24 year olds,Percent,67.12846832
MDG_Oceania,2014,Female,15-24 year olds,Percent,80.26050272
MDG_Oceania,2014,Male,15-24 year olds,Percent,74.40612024
MDG_Oceania,2014,All genders,15-24 year olds,Percent,77.2406443
MDG_Oceania,2012,Male,15-24 year olds,Percent,74.40612024
MDG_Oceania,2012,Female,15-24 year olds,Percent,80.26050272
MDG_Oceania,2012,All genders,15-24 year olds,Percent,77.2406443
MDG_Oceania,2011,Female,15-24 year olds,Percent,80.26050272
MDG_Oceania,2011,Male,15-24 year olds,Percent,74.40612024
MDG_Oceania,2011,All genders,15-24 year olds,Percent,77.2406443
MDG_Oceania,2010,All genders,15-24 year olds,Percent,77.2406443
MDG_Oceania,2010,Male,15-24 year olds,Percent,74.40612024
MDG_Oceania,2010,Female,15-24 year olds,Percent,80.26050272
MDG_Oceania,2009,Female,15-24 year olds,Percent,80.26050272
MDG_Oceania,2009,Male,15-24 year olds,Percent,74.40612024
MDG_Oceania,2009,All genders,15-24 year olds,Percent,77.2406443
MDG_Oceania,2008,All genders,15-24 year olds,Percent,77.2406443
MDG_Oceania,2008,Male,15-24 year olds,Percent,74.40612024
MDG_Oceania,2008,Female,15-24 year olds,Percent,80.26050272
MDG_Oceania,2007,Female,15-24 year olds,Percent,80.26050272
MDG_Oceania,2007,Male,15-24 year olds,Percent,74.40612024
MDG_Oceania,2007,All genders,15-24 year olds,Percent,77.2406443
MDG_Oceania,2006,All genders,15-24 year olds,Percent,77.2406443
MDG_Oceania,2006,Male,15-24 year olds,Percent,74.40612024
MDG_Oceania,2006,Female,15-24 year olds,Percent,80.26050272
MDG_Oceania,2005,Female,15-24 year olds,Percent,80.26050272
MDG_Oceania,2005,Male,15-24 year olds,Percent,74.40612024
MDG_Oceania,2005,All genders,15-24 year olds,Percent,77.2406443
MDG_Oceania,2004,All genders,15-24 year olds,Percent,74.73296454
MDG_Oceania,2004,Male,15-24 year olds,Percent,76.74858371
MDG_Oceania,2004,Female,15-24 year olds,Percent,72.61624232
MDG_Oceania,2003,Female,15-24 year olds,Percent,72.61624232
MDG_Oceania,2003,Male,15-24 year olds,Percent,76.74858371
MDG_Oceania,2003,All genders,15-24 year olds,Percent,74.73296454
MDG_Oceania,2002,All genders,15-24 year olds,Percent,74.73296454
MDG_Oceania,2002,Male,15-24 year olds,Percent,76.74858371
MDG_Oceania,2002,Female,15-24 year olds,Percent,72.61624232
MDG_Oceania,2001,Female,15-24 year olds,Percent,72.61624232
MDG_Oceania,2001,Male,15-24 year olds,Percent,76.74858371
MDG_Oceania,2001,All genders,15-24 year olds,Percent,74.73296454
MDG_Oceania,2000,All genders,15-24 year olds,Percent,74.73296454
MDG_Oceania,2000,Male,15-24 year olds,Percent,76.74858371
MDG_Oceania,2000,Female,15-24 year olds,Percent,72.61624232
MDG_Oceania,1999,Female,15-24 year olds,Percent,72.61624232
MDG_Oceania,1999,Male,15-24 year olds,Percent,76.74858371
MDG_Oceania,1999,All genders,15-24 year olds,Percent,74.73296454
MDG_Oceania,1998,All genders,15-24 year olds,Percent,74.73296454
MDG_Oceania,1998,Male,15-24 year olds,Percent,76.74858371
MDG_Oceania,1998,Female,15-24 year olds,Percent,72.61624232
MDG_Oceania,1997,Female,15-24 year olds,Percent,72.61624232
MDG_Oceania,1997,Male,15-24 year olds,Percent,76.74858371
MDG_Oceania,1997,All genders,15-24 year olds,Percent,74.73296454
MDG_Oceania,1996,All genders,15-24 year olds,Percent,74.73296454
MDG_Oceania,1996,Male,15-24 year olds,Percent,76.74858371
MDG_Oceania,1996,Female,15-24 year olds,Percent,72.61624232
MDG_Oceania,1995,Female,15-24 year olds,Percent,72.61624232
MDG_Oceania,1995,Male,15-24 year olds,Percent,76.74858371
MDG_Oceania,1995,All genders,15-24 year olds,Percent,74.73296454
MDG_Small island developing States,2014,Male,15-24 year olds,Percent,88.39891567
MDG_Small island developing States,2014,Female,15-24 year olds,Percent,88.84056795
MDG_Small island developing States,2014,All genders,15-24 year olds,Percent,88.59637881
MDG_Small island developing States,2012,Female,15-24 year olds,Percent,88.84056795
MDG_Small island developing States,2012,Male,15-24 year olds,Percent,88.39891567
MDG_Small island developing States,2012,All genders,15-24 year olds,Percent,88.59637881
MDG_Small island developing States,2011,Male,15-24 year olds,Percent,88.39891567
MDG_Small island developing States,2011,Female,15-24 year olds,Percent,88.84056795
MDG_Small island developing States,2011,All genders,15-24 year olds,Percent,88.59637881
MDG_Small island developing States,2010,All genders,15-24 year olds,Percent,88.59637881
MDG_Small island developing States,2010,Female,15-24 year olds,Percent,88.84056795
MDG_Small island developing States,2010,Male,15-24 year olds,Percent,88.39891567
MDG_Small island developing States,2009,Female,15-24 year olds,Percent,88.84056795
MDG_Small island developing States,2009,Male,15-24 year olds,Percent,88.39891567
MDG_Small island developing States,2009,All genders,15-24 year olds,Percent,88.59637881
MDG_Small island developing States,2008,All genders,15-24 year olds,Percent,88.59637881
MDG_Small island developing States,2008,Male,15-24 year olds,Percent,88.39891567
MDG_Small island developing States,2008,Female,15-24 year olds,Percent,88.84056795
MDG_Small island developing States,2007,All genders,15-24 year olds,Percent,88.59637881
MDG_Small island developing States,2007,Male,15-24 year olds,Percent,88.39891567
MDG_Small island developing States,2007,Female,15-24 year olds,Percent,88.84056795
MDG_Small island developing States,2006,Female,15-24 year olds,Percent,88.84056795
MDG_Small island developing States,2006,Male,15-24 year olds,Percent,88.39891567
MDG_Small island developing States,2006,All genders,15-24 year olds,Percent,88.59637881
MDG_Small island developing States,2005,Female,15-24 year olds,Percent,88.84056795
MDG_Small island developing States,2005,Male,15-24 year olds,Percent,88.39891567
MDG_Small island developing States,2005,All genders,15-24 year olds,Percent,88.59637881
MDG_Small island developing States,2004,Male,15-24 year olds,Percent,88.76491381
MDG_Small island developing States,2004,Female,15-24 year olds,Percent,87.85516322
MDG_Small island developing States,2004,All genders,15-24 year olds,Percent,88.26732757
MDG_Small island developing States,2003,Female,15-24 year olds,Percent,87.85516322
MDG_Small island developing States,2003,Male,15-24 year olds,Percent,88.76491381
MDG_Small island developing States,2003,All genders,15-24 year olds,Percent,88.26732757
MDG_Small island developing States,2002,All genders,15-24 year olds,Percent,88.26732757
MDG_Small island developing States,2002,Male,15-24 year olds,Percent,88.76491381
MDG_Small island developing States,2002,Female,15-24 year olds,Percent,87.85516322
MDG_Small island developing States,2001,Female,15-24 year olds,Percent,87.85516322
MDG_Small island developing States,2001,All genders,15-24 year olds,Percent,88.26732757
MDG_Small island developing States,2001,Male,15-24 year olds,Percent,88.76491381
MDG_Small island developing States,2000,Male,15-24 year olds,Percent,88.76491381
MDG_Small island developing States,2000,All genders,15-24 year olds,Percent,88.26732757
MDG_Small island developing States,2000,Female,15-24 year olds,Percent,87.85516322
MDG_Small island developing States,1999,Male,15-24 year olds,Percent,88.76491381
MDG_Small island developing States,1999,Female,15-24 year olds,Percent,87.85516322
MDG_Small island developing States,1999,All genders,15-24 year olds,Percent,88.26732757
MDG_Small island developing States,1998,All genders,15-24 year olds,Percent,88.26732757
MDG_Small island developing States,1998,Female,15-24 year olds,Percent,87.85516322
MDG_Small island developing States,1998,Male,15-24 year olds,Percent,88.76491381
MDG_Small island developing States,1997,Female,15-24 year olds,Percent,87.85516322
MDG_Small island developing States,1997,Male,15-24 year olds,Percent,88.76491381
MDG_Small island developing States,1997,All genders,15-24 year olds,Percent,88.26732757
MDG_Small island developing States,1996,Male,15-24 year olds,Percent,88.76491381
MDG_Small island developing States,1996,Female,15-24 year olds,Percent,87.85516322
MDG_Small island developing States,1996,All genders,15-24 year olds,Percent,88.26732757
MDG_Small island developing States,1995,All genders,15-24 year olds,Percent,88.26732757
MDG_Small island developing States,1995,Female,15-24 year olds,Percent,87.85516322
MDG_Small island developing States,1995,Male,15-24 year olds,Percent,88.76491381
MDG_South-eastern Asia,2014,Male,15-24 year olds,Percent,97.3746494
MDG_South-eastern Asia,2014,All genders,15-24 year olds,Percent,97.31971129
MDG_South-eastern Asia,2014,Female,15-24 year olds,Percent,97.2624383
MDG_South-eastern Asia,2012,All genders,15-24 year olds,Percent,97.31971129
MDG_South-eastern Asia,2012,Male,15-24 year olds,Percent,97.3746494
MDG_South-eastern Asia,2012,Female,15-24 year olds,Percent,97.2624383
MDG_South-eastern Asia,2011,Male,15-24 year olds,Percent,97.3746494
MDG_South-eastern Asia,2011,All genders,15-24 year olds,Percent,97.31971129
MDG_South-eastern Asia,2011,Female,15-24 year olds,Percent,97.2624383
MDG_South-eastern Asia,2010,Female,15-24 year olds,Percent,97.2624383
MDG_South-eastern Asia,2010,All genders,15-24 year olds,Percent,97.31971129
MDG_South-eastern Asia,2010,Male,15-24 year olds,Percent,97.3746494
MDG_South-eastern Asia,2009,Male,15-24 year olds,Percent,97.3746494
MDG_South-eastern Asia,2009,Female,15-24 year olds,Percent,97.2624383
MDG_South-eastern Asia,2009,All genders,15-24 year olds,Percent,97.31971129
MDG_South-eastern Asia,2008,Female,15-24 year olds,Percent,97.2624383
MDG_South-eastern Asia,2008,Male,15-24 year olds,Percent,97.3746494
MDG_South-eastern Asia,2008,All genders,15-24 year olds,Percent,97.31971129
MDG_South-eastern Asia,2007,Male,15-24 year olds,Percent,97.3746494
MDG_South-eastern Asia,2007,All genders,15-24 year olds,Percent,97.31971129
MDG_South-eastern Asia,2007,Female,15-24 year olds,Percent,97.2624383
MDG_South-eastern Asia,2006,Female,15-24 year olds,Percent,97.2624383
MDG_South-eastern Asia,2006,All genders,15-24 year olds,Percent,97.31971129
MDG_South-eastern Asia,2006,Male,15-24 year olds,Percent,97.3746494
MDG_South-eastern Asia,2005,Female,15-24 year olds,Percent,97.2624383
MDG_South-eastern Asia,2005,Male,15-24 year olds,Percent,97.3746494
MDG_South-eastern Asia,2005,All genders,15-24 year olds,Percent,97.31971129
MDG_South-eastern Asia,2004,Female,15-24 year olds,Percent,96.04497776
MDG_South-eastern Asia,2004,All genders,15-24 year olds,Percent,96.29683997
MDG_South-eastern Asia,2004,Male,15-24 year olds,Percent,96.55516798
MDG_South-eastern Asia,2003,Male,15-24 year olds,Percent,96.55516798
MDG_South-eastern Asia,2003,All genders,15-24 year olds,Percent,96.29683997
MDG_South-eastern Asia,2003,Female,15-24 year olds,Percent,96.04497776
MDG_South-eastern Asia,2002,All genders,15-24 year olds,Percent,96.29683997
MDG_South-eastern Asia,2002,Female,15-24 year olds,Percent,96.04497776
MDG_South-eastern Asia,2002,Male,15-24 year olds,Percent,96.55516798
MDG_South-eastern Asia,2001,Female,15-24 year olds,Percent,96.04497776
MDG_South-eastern Asia,2001,Male,15-24 year olds,Percent,96.55516798
MDG_South-eastern Asia,2001,All genders,15-24 year olds,Percent,96.29683997
MDG_South-eastern Asia,2000,Female,15-24 year olds,Percent,96.04497776
MDG_South-eastern Asia,2000,Male,15-24 year olds,Percent,96.55516798
MDG_South-eastern Asia,2000,All genders,15-24 year olds,Percent,96.29683997
MDG_South-eastern Asia,1999,All genders,15-24 year olds,Percent,96.29683997
MDG_South-eastern Asia,1999,Male,15-24 year olds,Percent,96.55516798
MDG_South-eastern Asia,1999,Female,15-24 year olds,Percent,96.04497776
MDG_South-eastern Asia,1998,Male,15-24 year olds,Percent,96.55516798
MDG_South-eastern Asia,1998,Female,15-24 year olds,Percent,96.04497776
MDG_South-eastern Asia,1998,All genders,15-24 year olds,Percent,96.29683997
MDG_South-eastern Asia,1997,All genders,15-24 year olds,Percent,96.29683997
MDG_South-eastern Asia,1997,Male,15-24 year olds,Percent,96.55516798
MDG_South-eastern Asia,1997,Female,15-24 year olds,Percent,96.04497776
MDG_South-eastern Asia,1996,All genders,15-24 year olds,Percent,96.29683997
MDG_South-eastern Asia,1996,Male,15-24 year olds,Percent,96.55516798
MDG_South-eastern Asia,1996,Female,15-24 year olds,Percent,96.04497776
MDG_South-eastern Asia,1995,Male,15-24 year olds,Percent,96.55516798
MDG_South-eastern Asia,1995,All genders,15-24 year olds,Percent,96.29683997
MDG_South-eastern Asia,1995,Female,15-24 year olds,Percent,96.04497776
MDG_South-eastern Asia,1994,All genders,15-24 year olds,Percent,91.64049384
MDG_South-eastern Asia,1994,Female,15-24 year olds,Percent,89.83500857
MDG_South-eastern Asia,1994,Male,15-24 year olds,Percent,93.44745701
MDG_South-eastern Asia,1993,Male,15-24 year olds,Percent,93.44745701
MDG_South-eastern Asia,1993,Female,15-24 year olds,Percent,89.83500857
MDG_South-eastern Asia,1993,All genders,15-24 year olds,Percent,91.64049384
MDG_South-eastern Asia,1992,Male,15-24 year olds,Percent,93.44745701
MDG_South-eastern Asia,1992,All genders,15-24 year olds,Percent,91.64049384
MDG_South-eastern Asia,1992,Female,15-24 year olds,Percent,89.83500857
MDG_South-eastern Asia,1991,Female,15-24 year olds,Percent,89.83500857
MDG_South-eastern Asia,1991,Male,15-24 year olds,Percent,93.44745701
MDG_South-eastern Asia,1991,All genders,15-24 year olds,Percent,91.64049384
MDG_South-eastern Asia,1990,Female,15-24 year olds,Percent,89.83500857
MDG_South-eastern Asia,1990,Male,15-24 year olds,Percent,93.44745701
MDG_South-eastern Asia,1990,All genders,15-24 year olds,Percent,91.64049384
MDG_South-eastern Asia,1989,Male,15-24 year olds,Percent,93.44745701
MDG_South-eastern Asia,1989,Female,15-24 year olds,Percent,89.83500857
MDG_South-eastern Asia,1989,All genders,15-24 year olds,Percent,91.64049384
MDG_South-eastern Asia,1988,All genders,15-24 year olds,Percent,91.64049384
MDG_South-eastern Asia,1988,Male,15-24 year olds,Percent,93.44745701
MDG_South-eastern Asia,1988,Female,15-24 year olds,Percent,89.83500857
MDG_South-eastern Asia,1987,Female,15-24 year olds,Percent,89.83500857
MDG_South-eastern Asia,1987,Male,15-24 year olds,Percent,93.44745701
MDG_South-eastern Asia,1987,All genders,15-24 year olds,Percent,91.64049384
MDG_South-eastern Asia,1986,Male,15-24 year olds,Percent,93.44745701
MDG_South-eastern Asia,1986,All genders,15-24 year olds,Percent,91.64049384
MDG_South-eastern Asia,1986,Female,15-24 year olds,Percent,89.83500857
MDG_South-eastern Asia,1985,Female,15-24 year olds,Percent,89.83500857
MDG_South-eastern Asia,1985,Male,15-24 year olds,Percent,93.44745701
MDG_South-eastern Asia,1985,All genders,15-24 year olds,Percent,91.64049384
MDG_Southern Asia,2014,All genders,15-24 year olds,Percent,80.1530865
MDG_Southern Asia,2014,Male,15-24 year olds,Percent,86.28013145
MDG_Southern Asia,2014,Female,15-24 year olds,Percent,74.42648087
MDG_Southern Asia,2012,Female,15-24 year olds,Percent,74.42648087
MDG_Southern Asia,2012,Male,15-24 year olds,Percent,86.28013145
MDG_Southern Asia,2012,All genders,15-24 year olds,Percent,80.1530865
MDG_Southern Asia,2011,All genders,15-24 year olds,Percent,80.1530865
MDG_Southern Asia,2011,Male,15-24 year olds,Percent,86.28013145
MDG_Southern Asia,2011,Female,15-24 year olds,Percent,74.42648087
MDG_Southern Asia,2010,Female,15-24 year olds,Percent,74.42648087
MDG_Southern Asia,2010,Male,15-24 year olds,Percent,86.28013145
MDG_Southern Asia,2010,All genders,15-24 year olds,Percent,80.1530865
MDG_Southern Asia,2009,All genders,15-24 year olds,Percent,80.1530865
MDG_Southern Asia,2009,Male,15-24 year olds,Percent,86.28013145
MDG_Southern Asia,2009,Female,15-24 year olds,Percent,74.42648087
MDG_Southern Asia,2008,Female,15-24 year olds,Percent,74.42648087
MDG_Southern Asia,2008,Male,15-24 year olds,Percent,86.28013145
MDG_Southern Asia,2008,All genders,15-24 year olds,Percent,80.1530865
MDG_Southern Asia,2007,All genders,15-24 year olds,Percent,80.1530865
MDG_Southern Asia,2007,Male,15-24 year olds,Percent,86.28013145
MDG_Southern Asia,2007,Female,15-24 year olds,Percent,74.42648087
MDG_Southern Asia,2006,Female,15-24 year olds,Percent,74.42648087
MDG_Southern Asia,2006,Male,15-24 year olds,Percent,86.28013145
MDG_Southern Asia,2006,All genders,15-24 year olds,Percent,80.1530865
MDG_Southern Asia,2005,All genders,15-24 year olds,Percent,80.1530865
MDG_Southern Asia,2005,Male,15-24 year olds,Percent,86.28013145
MDG_Southern Asia,2005,Female,15-24 year olds,Percent,74.42648087
MDG_Southern Asia,2004,Female,15-24 year olds,Percent,65.69462595
MDG_Southern Asia,2004,Male,15-24 year olds,Percent,81.3052298
MDG_Southern Asia,2004,All genders,15-24 year olds,Percent,73.81310305
MDG_Southern Asia,2003,All genders,15-24 year olds,Percent,73.81310305
MDG_Southern Asia,2003,Male,15-24 year olds,Percent,81.3052298
MDG_Southern Asia,2003,Female,15-24 year olds,Percent,65.69462595
MDG_Southern Asia,2002,Female,15-24 year olds,Percent,65.69462595
MDG_Southern Asia,2002,Male,15-24 year olds,Percent,81.3052298
MDG_Southern Asia,2002,All genders,15-24 year olds,Percent,73.81310305
MDG_Southern Asia,2001,All genders,15-24 year olds,Percent,73.81310305
MDG_Southern Asia,2001,Male,15-24 year olds,Percent,81.3052298
MDG_Southern Asia,2001,Female,15-24 year olds,Percent,65.69462595
MDG_Southern Asia,2000,Female,15-24 year olds,Percent,65.69462595
MDG_Southern Asia,2000,Male,15-24 year olds,Percent,81.3052298
MDG_Southern Asia,2000,All genders,15-24 year olds,Percent,73.81310305
MDG_Southern Asia,1999,Male,15-24 year olds,Percent,81.3052298
MDG_Southern Asia,1999,Female,15-24 year olds,Percent,65.69462595
MDG_Southern Asia,1999,All genders,15-24 year olds,Percent,73.81310305
MDG_Southern Asia,1998,All genders,15-24 year olds,Percent,73.81310305
MDG_Southern Asia,1998,Female,15-24 year olds,Percent,65.69462595
MDG_Southern Asia,1998,Male,15-24 year olds,Percent,81.3052298
MDG_Southern Asia,1997,Male,15-24 year olds,Percent,81.3052298
MDG_Southern Asia,1997,Female,15-24 year olds,Percent,65.69462595
MDG_Southern Asia,1997,All genders,15-24 year olds,Percent,73.81310305
MDG_Southern Asia,1996,Female,15-24 year olds,Percent,65.69462595
MDG_Southern Asia,1996,Male,15-24 year olds,Percent,81.3052298
MDG_Southern Asia,1996,All genders,15-24 year olds,Percent,73.81310305
MDG_Southern Asia,1995,All genders,15-24 year olds,Percent,73.81310305
MDG_Southern Asia,1995,Male,15-24 year olds,Percent,81.3052298
MDG_Southern Asia,1995,Female,15-24 year olds,Percent,65.69462595
MDG_Southern Asia,1994,Female,15-24 year olds,Percent,48.60328406
MDG_Southern Asia,1994,Male,15-24 year olds,Percent,71.4345385
MDG_Southern Asia,1994,All genders,15-24 year olds,Percent,60.36681278
MDG_Southern Asia,1993,All genders,15-24 year olds,Percent,60.36681278
MDG_Southern Asia,1993,Male,15-24 year olds,Percent,71.4345385
MDG_Southern Asia,1993,Female,15-24 year olds,Percent,48.60328406
MDG_Southern Asia,1992,Female,15-24 year olds,Percent,48.60328406
MDG_Southern Asia,1992,Male,15-24 year olds,Percent,71.4345385
MDG_Southern Asia,1992,All genders,15-24 year olds,Percent,60.36681278
MDG_Southern Asia,1991,All genders,15-24 year olds,Percent,60.36681278
MDG_Southern Asia,1991,Male,15-24 year olds,Percent,71.4345385
MDG_Southern Asia,1991,Female,15-24 year olds,Percent,48.60328406
MDG_Southern Asia,1990,Female,15-24 year olds,Percent,48.60328406
MDG_Southern Asia,1990,Male,15-24 year olds,Percent,71.4345385
MDG_Southern Asia,1990,All genders,15-24 year olds,Percent,60.36681278
MDG_Southern Asia,1989,All genders,15-24 year olds,Percent,60.36681278
MDG_Southern Asia,1989,Male,15-24 year olds,Percent,71.4345385
MDG_Southern Asia,1989,Female,15-24 year olds,Percent,48.60328406
MDG_Southern Asia,1988,Female,15-24 year olds,Percent,48.60328406
MDG_Southern Asia,1988,Male,15-24 year olds,Percent,71.4345385
MDG_Southern Asia,1988,All genders,15-24 year olds,Percent,60.36681278
MDG_Southern Asia,1987,Male,15-24 year olds,Percent,71.4345385
MDG_Southern Asia,1987,Female,15-24 year olds,Percent,48.60328406
MDG_Southern Asia,1987,All genders,15-24 year olds,Percent,60.36681278
MDG_Southern Asia,1986,All genders,15-24 year olds,Percent,60.36681278
MDG_Southern Asia,1986,Female,15-24 year olds,Percent,48.60328406
MDG_Southern Asia,1986,Male,15-24 year olds,Percent,71.4345385
MDG_Southern Asia,1985,Male,15-24 year olds,Percent,71.4345385
MDG_Southern Asia,1985,Female,15-24 year olds,Percent,48.60328406
MDG_Southern Asia,1985,All genders,15-24 year olds,Percent,60.36681278
MDG_Southern Asia excluding India,2014,All genders,15-24 year olds,Percent,77.95301516
MDG_Southern Asia excluding India,2014,Female,15-24 year olds,Percent,74.58120066
MDG_Southern Asia excluding India,2014,Male,15-24 year olds,Percent,81.35217572
